"title,terr,dist,currency,ended,Box Office Release Date,Weeks in Release,cume_bo,cume_adm"
"Unlocked,Turkey,Italia,TRY,Complete,42979,,0,0"
"Unlocked,Ukraine,Top Film,UAH,Complete,42852,4,2276499,28780"
"Unlocked,United Arab Emirates,Italia,AED,Complete,42992,3,918094,20734"
"Unlocked,United Kingdom,Lionsgate,GPB,Complete,42860,9,797609,0"
"Unlocked,United States,Lionsgate,USD,Complete,42979,2,38442,0"
"Unlocked,Uruguay,Netflix,UYU,N/A,STV,,0,0"
"Unlocked,Venezuela,Netflix,VEF,N/A,STV,,0,0"
"Unlocked,Vietnam,PT Parkit,VND,Complete,42972,2,224471500,3348"
"Unlocked,West Africa,Times Media,ZAR,Complete,43014,5,452833,13092"
"Unlocked,West Indies,Goldmine,TTD,Complete,42977,4,253927,6319"
"What They Had,Argentina,Sun,ARS,Complete,43643,3,770668,3864"
"What They Had,Australia,Focus,AUS,N/A,STV,,0,0"
"What They Had,Austria,Focus,EUD,N/A,STV,,0,0"
"What They Had,Bahrain,Selim,BHD,Complete,43517,1,271.36,79"
"What They Had,Belgium,Focus,EUD,N/A,STV,,0,0"
"What They Had,Bolivia,Sun,BOB,Undated,TBD,,0,0"
"What They Had,Brazil,Sun,BRL,Complete,43587,3,251929,13930"
"What They Had,Bulgaria,Focus,BGN,N/A,STV,,0,0"
"What They Had,Cambodia,Focus,KHR,N/A,STV,,0,0"
"What They Had,Canada,Bleecker Street,CAD,Complete,43392,,0,0"
"What They Had,Chile,Sun,CLP,Complete,43650,3,12028130,3711"
"What They Had,China,Focus,CNH,N/A,STV,,0,0"
"What They Had,Colombia,Sun,COP,Complete,43643,5,96747100,8801"
"What They Had,Costa Rica,Sun,CRC,Complete,43566,2,3248900,1221"
"What They Had,Croatia,Focus,HRK,N/A,STV,,0,0"
"What They Had,Czech Republic,Focus,CZK,N/A,STV,,0,0"
"What They Had,Denmark,Focus,DKK,N/A,STV,,0,0"
"What They Had,Dominican Republic,Sun,DOP,Complete,43559,2,72225,222"
"What They Had,Ecuador,Sun,USD,Complete,43595,3,9565,2295"
"What They Had,Egypt,Selim,EGP,Complete,43523,1,6210,122"
"What They Had,El Salvador,Sun,USD,Complete,43559,1,385,101"
"What They Had,Estonia,Focus,EUD,N/A,STV,,0,0"
"What They Had,Finland,Focus,EUD,N/A,STV,,0,0"
"What They Had,France,Focus,EUD,N/A,STV,,0,0"
"What They Had,Germany,Focus,EUD,N/A,STV,,0,0"
"What They Had,Greece,Odeon,EUD,Upcoming,Q3 2019,,0,0"
"What They Had,Guatemala,Sun,GTQ,Complete,43559,1,12095,335"
"What They Had,Honduras,Sun,HNL,Complete,43559,1,6741,97"
"What They Had,Hong Kong,Focus,HKD,N/A,STV,,0,0"
"What They Had,Hungary,Focus,HUF,N/A,STV,,0,0"
"What They Had,Iceland,Sena,ISK,N/A,STV,,0,0"
"What They Had,India,Focus,INR,N/A,STV,,0,0"
"What They Had,Indonesia,Focus,IDR,N/A,STV,,0,0"
"What They Had,Iraq,Selim,IQD,Complete,43517,1,484000,49"
"What They Had,Israel,United King,ILS,Complete,43433,9,524075.91,19561"
"What They Had,Italy,Focus,EUD,N/A,STV,,0,0"
"What They Had,Japan,Focus,YEN,N/A,STV,,0,0"
"What They Had,Jordan,Selim,JOD,Complete,43517,1,727,107"
"What They Had,Kuwait,Selim,KWD,Complete,43517,1,1435,413"
"What They Had,Latvia,Focus,EUD,N/A,STV,,0,0"
"What They Had,Lebanon,Selim,LBP,Complete,43517,1,5403500,374"
"What They Had,Lithuania,Focus,EUD,N/A,STV,,0,0"
"What They Had,Malaysia,Focus,MYR,N/A,STV,,0,0"
"What They Had,Mexico,Sun,MXN,Complete,43595,4,4965847,59799"
"What They Had,Netherlands,Focus,EUD,N/A,STV,,0,0"
"What They Had,New Zealand,Focus,NZD,N/A,STV,,0,0"
"What They Had,Nicaragua,Sun,NIH,N/A,STV,,0,0"
"What They Had,Norway,Focus,NOK,N/A,STV,,0,0"
"What They Had,Oman,Selim,OMR,Complete,43517,1,45.5,13"
"What They Had,Panama,Sun,USD,Complete,43559,1,1357,262"
"What They Had,Paraguay,Sun,PYG,N/A,STV,,0,0"
"What They Had,Peru,Sun,PEN,Complete,43629,1,9368,650"
"What They Had,Philippines,Focus,PHP,N/A,STV,,0,0"
"What They Had,Poland,Focus,PLN,N/A,STV,,0,0"
"What They Had,Portugal,Focus,EUD,N/A,STV,,0,0"
"What They Had,Qatar,Selim,QAR,Complete,43517,1,4180,82"
"What They Had,Romania,Focus,RON,N/A,STV,,0,0"
"What They Had,Russia,Focus,RUB,N/A,STV,,0,0"
"What They Had,Serbia,Focus,RSD,N/A,STV,,0,0"
"What They Had,Singapore,Focus,SGD,N/A,STV,,0,0"
"What They Had,Slovakia,Focus,EUD,N/A,STV,,0,0"
"What They Had,Slovenia,Focus,EUD,N/A,STV,,0,0"
"What They Had,South Africa,Focus,ZAR,N/A,STV,,0,0"
"What They Had,South Korea,First Run,KRW,In Release,43776,2,31762900,3947"
"What They Had,Spain,Sun,EUD,N/A,STV,,0,0"
"What They Had,Sweden,Focus,SEK,N/A,STV,,0,0"
"What They Had,French-Speaking Switzerland,Impuls,CHF,Complete,43579,2,5766,444"
"What They Had,German-Speaking Switzerland,Impuls,CHF,Complete,43580,4,36494,2883"
"What They Had,Italian-Speaking Switzerland,Impuls,CHF,N/A,STV,,0,0"
"What They Had,Taiwan,Cai Chang,TWD,Complete,43434,3,963541,4422"
"What They Had,Thailand,Focus,THB,N/A,STV,,0,0"
"What They Had,Turkey,Focus,TRY,N/A,STV,,0,0"
"What They Had,Ukraine,Focus,UAH,N/A,STV,,0,0"
"What They Had,United Arab Emirates,Selim,AED,Complete,43517,1,39045.27,788"
"What They Had,United Kingdom,Focus,GPB,Complete,43525,7,39959,0"
"What They Had,United States,Bleecker Street,USD,Complete,43392,5,260136,0"
"What They Had,Uruguay,Sun,UYU,N/A,STV,,0,0"
"What They Had,Venezuela,Sun,VES,Complete,43637,2,24234660,2612"
"What They Had,Vietnam,Focus,VND,N/A,STV,,0,0"
"What They Had,West Indies,Bleecker Street,TTD,Undated,TBD,,0,0"
"Where To Invade Next,Argentina,Sun,ARS,Complete,42663,1,252070,2776"
"Where To Invade Next,Australia,Madman,AUS,Complete,42467,8,190838,0"
"Where To Invade Next,Austria,Falcom,EUD,Complete,42425,5,17269,2191"
"Where To Invade Next,Bahrain,Front Row,BHD,Complete,NR,,0,0"
"Where To Invade Next,Belgium,DFW,EUD,Complete,42529,1,5693,1072"
"Where To Invade Next,Bolivia,Sun,BOB,N/A,STV,,0,0"
"Where To Invade Next,Brazil,Sun,BRL,N/A,STV,,0,0"
"Where To Invade Next,Canada,Producer Deal,CAD,Complete,42426,1,0,0"
"Where To Invade Next,Chile,Sun,CLP,N/A,STV,,0,0"
"Where To Invade Next,Colombia,Sun,COP,N/A,STV,,0,0"
"Where To Invade Next,Costa Rica,Sun,CRC,Complete,42663,2,4358500,1679"
"Where To Invade Next,Croatia,Discovery,HRK,Complete,42803,3,7503,278"
"Where To Invade Next,Denmark,Scanbox,DKK,Complete,42474,6,295075,3765"
"Where To Invade Next,Dominican Republic,Sun,DOP,N/A,STV,,0,0"
"Where To Invade Next,Ecuador,Sun,USD,Undated,TBD,,0,0"
"Where To Invade Next,Egypt,Front Row,EGP,Complete,NR,,0,0"
"Where To Invade Next,El Salvador,Sun,USD,N/A,STV,,0,0"
"Where To Invade Next,Finland,Scanbox,EUD,Complete,42475,8,26933,2854"
"Where To Invade Next,France,Chrysalis,EUD,Complete,42627,6,196281,30384"
"Where To Invade Next,Germany,Falcom,EUD,Complete,42425,3,103602,13856"
"Where To Invade Next,Greece,Odeon,EUD,N/A,STV,,0,0"
"Where To Invade Next,Guatemala,Sun,GTQ,N/A,STV,,0,0"
"Where To Invade Next,Honduras,Sun,HNL,N/A,STV,,0,0"
"Where To Invade Next,Hong Kong,Edko,HKD,Complete,42691,4,285803,4927"
"Where To Invade Next,Iceland,Scanbox,ISK,Complete,42501,2,301965,239"
"Where To Invade Next,Iraq,Front Row,IQD,Complete,NR,,0,0"
"Where To Invade Next,Israel,United King,ILS,Complete,42726,3,13679,496"
"Where To Invade Next,Italy,Good Films,EUD,Complete,42499,2,77329,8543"
"Where To Invade Next,Japan,Kadokawa,YEN,Complete,42517,17,39159586,30964"
"Where To Invade Next,Jordan,Front Row,JOD,Complete,NR,,0,0"
"Where To Invade Next,Kuwait,Front Row,KWD,Complete,42565,1,73.5,21"
"Where To Invade Next,Lebanon,Front Row,LBP,Complete,NR,,0,0"
"Where To Invade Next,Mexico,Sun,MXN,N/A,STV,,0,0"
"Where To Invade Next,Netherlands,DFW,EUD,Complete,42453,3,50000,0"
"Where To Invade Next,New Zealand,Madman,NZD,Complete,42509,12,67293,4807"
"Where To Invade Next,Norway,Scanbox,NOK,Complete,42475,6,482731,4942"
"Where To Invade Next,Oman,Front Row,OMR,Complete,NR,,0,0"
"Where To Invade Next,Panama,Sun,USD,N/A,STV,,0,0"
"Where To Invade Next,Paraguay,Sun,PYG,N/A,STV,,0,0"
"Where To Invade Next,Peru,Sun,PEN,N/A,STV,,0,0"
"Where To Invade Next,Philippines,Solar,PHP,Undated,TBD,,0,0"
"Where To Invade Next,Portugal,Lusomundo,EUD,Complete,42537,4,14578,2719"
"Where To Invade Next,Qatar,Front Row,QAR,Complete,NR,,0,0"
"Where To Invade Next,Russia,Paradise,RUB,Complete,42677,3,403718.36,1638"
"Where To Invade Next,Serbia,Discovery,RSD,Complete,42509,2,439779.75,1136"
"Where To Invade Next,Singapore,Shaw,SGD,Complete,42488,12,26917,2692"
"Where To Invade Next,Slovenia,Discovery,EUD,Complete,42639,4,7019.86,1508"
"Where To Invade Next,South Africa,Times Media,ZAR,Complete,42573,3,80178,1552"
"Where To Invade Next,South Korea,Pancinema,KRW,Complete,42621,6,111102200,13901"
"Where To Invade Next,Spain,Avalon,EUD,Complete,42517,6,32567,5347"
"Where To Invade Next,Sweden,Scanbox,SEK,Complete,42475,6,354394,3438"
"Where To Invade Next,French-Speaking Switzerland,Falcom,CHF,Complete,NR,,0,0"
"Where To Invade Next,German-Speaking Switzerland,Falcom,CHF,Complete,42425,1,11345,0"
"Where To Invade Next,Italian-Speaking Switzerland,Falcom,CHF,Complete,NR,,0,0"
"Where To Invade Next,Taiwan,Cineplex,TWD,Undated,TBD,,0,0"
"Where To Invade Next,Thailand,Documentary Club,THB,Complete,42530,4,1259815,7459"
"Where To Invade Next,Turkey,Kurmaca,TRY,Undated,TBD,,0,0"
"Where To Invade Next,Ukraine,Paradise,UAH,Complete,NR,,0,0"
"Where To Invade Next,United Arab Emirates,Front Row,AED,Complete,42495,2,34216,929"
"Where To Invade Next,United Kingdom,Dogwoof,GPB,Complete,42531,8,161443,22390"
"Where To Invade Next,United States,Drafthouse,USD,Complete,42412,11,3827261,0"
"Where To Invade Next,Uruguay,Sun,UYU,N/A,STV,,0,0"
"Where To Invade Next,Venezuela,Sun,VEF,N/A,STV,,0,0"
"The Woman In Black,Argentina,Sun,ARS,Complete,40948,14,6196555,248145"
"The Woman In Black,Australia,Roadshow Films,AUS,Complete,41046,4,849453,0"
"The Woman In Black,Austria,Concorde,EUD,Complete,40998,6,643031,81645"
"The Woman In Black,Bahrain,Front Row,BHD,Undated,To Be Det'd,,0,0"
"The Woman In Black,Belgium,DFW,EUD,Complete,40982,9,420321,0"
"The Woman In Black,Bolivia,Sun,BOB,Complete,41011,6,485867,16732"
"The Woman In Black,Brazil,Sun,BRL,Complete,40963,9,4132146,409488"
"The Woman In Black,Bulgaria,A-Company,BGN,Complete,41019,1,36202.64,0"
"The Woman In Black,Canada,eOne - Canada,CAD,Undated,To Be Det'd,,0,0"
"The Woman In Black,Chile,Sun,CLP,Complete,41011,8,171423914,66915"
"The Woman In Black,China,HGC,CNH,Complete,41172,6,17611999,604798"
"The Woman In Black,Colombia,Sun,COP,Complete,40949,8,1411533300,199688"
"The Woman In Black,Costa Rica,Sun,CRC,Complete,40949,4,30931590,14489"
"The Woman In Black,Croatia,A-Company,HRK,Complete,40997,1,131070.21,0"
"The Woman In Black,Czech Republic,A-Company,CZK,Complete,40962,3,2250233,17117"
"The Woman In Black,Denmark,Svensk,DKK,Complete,40948,6,1726251,22691"
"The Woman In Black,Dominican Republic,Sun,DOP,Complete,42410,2,6416213.95,1913"
"The Woman In Black,Ecuador,Sun,USD,Complete,41040,1,42002,0"
"The Woman In Black,Egypt,Front Row,EGP,Complete,41010,1,559644.33,0"
"The Woman In Black,El Salvador,Sun,USD,Complete,41138,3,21160,6903"
"The Woman In Black,Estonia,Surreal Films,EUD,Undated,To Be Det'd,,0,0"
"The Woman In Black,Finland,Svensk,EUD,Undated,To Be Det'd,,0,0"
"The Woman In Black,France,Metropolitan,EUD,Complete,40982,4,2983209,469058"
"The Woman In Black,Germany,Concorde,EUD,Complete,40997,6,2040625,284214"
"The Woman In Black,Greece,Audiovisual,EUD,Complete,40948,5,822942,0"
"The Woman In Black,Guatemala,Sun,GTQ,Complete,41040,3,73836,2656"
"The Woman In Black,Honduras,Sun,HNL,Complete,41124,2,231945,3768"
"The Woman In Black,Hong Kong,Disney,HKD,Complete,41053,2,891263,0"
"The Woman In Black,Hungary,A-Company,HUF,Complete,40997,1,10062513.84,0"
"The Woman In Black,Iceland,Sam Film,ISK,Complete,40970,1,6026597.09,0"
"The Woman In Black,India,PVR,INR,Complete,40956,,0,0"
"The Woman In Black,Indonesia,PT Amero,IDR,Complete,40983,,0,0"
"The Woman In Black,Iraq,Front Row,IQD,Undated,To Be Det'd,,0,0"
"The Woman In Black,Israel,United King,ILS,Complete,41172,5,384530.14,11826"
"The Woman In Black,Italy,Videa,EUD,Complete,40970,8,820615,124662"
"The Woman In Black,Japan,Broadmedia,YEN,Complete,41244,4,69547000,57953"
"The Woman In Black,Jordan,Front Row,JOD,Undated,To Be Det'd,,0,0"
"The Woman In Black,Kuwait,Front Row,KWD,Complete,40955,,0,0"
"The Woman In Black,Latvia,Surreal Films,EUD,Undated,To Be Det'd,,0,0"
"The Woman In Black,Lebanon,Front Row,LBP,Complete,40962,1,61313467.05,0"
"The Woman In Black,Lithuania,Surreal Films,EUD,Undated,To Be Det'd,,0,0"
"The Woman In Black,Malaysia,Universal Excel,MYR,Complete,40969,1,1024461.25,0"
"The Woman In Black,Mexico,Sun,MXN,Complete,40949,17,119130577,2715536"
"The Woman In Black,Netherlands,DFW,EUD,Complete,40962,5,606282,0"
"The Woman In Black,New Zealand,Roadshow Films,NZD,Undated,To Be Det'd,,0,0"
"The Woman In Black,Nicaragua,Sun,NIH,Complete,41074,2,302788,4597"
"The Woman In Black,Norway,Svensk,NOK,Undated,To Be Det'd,,0,0"
"The Woman In Black,Oman,Front Row,OMR,Undated,To Be Det'd,,0,0"
"The Woman In Black,Pakistan,PVR,PKR,,,,0,0"
"The Woman In Black,Panama,Sun,USD,Complete,40949,6,64980,18003"
"The Woman In Black,Paraguay,Sun,PYG,Complete,41012,3,92875000,4127"
"The Woman In Black,Peru,Sun,PEN,Complete,41011,5,1405178,168830"
"The Woman In Black,Philippines,Pioneer,PHP,Complete,40947,2,5014834,0"
"The Woman In Black,Poland,Best Film,PLN,Complete,40970,3,1376308,0"
"The Woman In Black,Portugal,Lusomundo,EUD,Complete,40976,6,124567,23929"
"The Woman In Black,Qatar,Front Row,QAR,Undated,To Be Det'd,,0,0"
"The Woman In Black,Romania,A-Company,RON,Complete,40984,,0,0"
"The Woman In Black,Russia,Surreal Films,RUB,Complete,40983,6,146375828,740064"
"The Woman In Black,Serbia,A-Company,RSD,Complete,41046,1,242121.28,0"
"The Woman In Black,Singapore,Shaw,SGD,Complete,40983,5,511603,0"
"The Woman In Black,Slovakia,A-Company,EUD,Complete,40997,1,24858.17,0"
"The Woman In Black,Slovenia,A-Company,EUD,Complete,40976,1,17969.67,0"
"The Woman In Black,South Africa,Times Media,ZAR,Complete,40970,1,472602.69,0"
"The Woman In Black,South Korea,KT&G,KRW,Complete,40955,2,847992800,115268"
"The Woman In Black,Spain,Aurum,EUD,Complete,40956,11,3244830,513385"
"The Woman In Black,Sweden,Svensk,SEK,Complete,41026,11,1256696,13435"
"The Woman In Black,French-Speaking Switzerland,Ascot Elite,CHF,Complete,40983,6,594007,0"
"The Woman In Black,German-Speaking Switzerland,Ascot Elite,CHF,Complete,40997,,0,0"
"The Woman In Black,Italian-Speaking Switzerland,Ascot Elite,CHF,Complete,40970,,0,0"
"The Woman In Black,Taiwan,Longshong,TWD,Complete,40970,,0,0"
"The Woman In Black,Thailand,Sahamongkol,THB,Complete,40948,1,4755345.24,0"
"The Woman In Black,Turkey,D Productions,TRY,Complete,40977,6,667800,0"
"The Woman In Black,Ukraine,Surreal Films,UAH,Complete,40949,3,774149,20753"
"The Woman In Black,United Arab Emirates,Front Row,AED,Complete,40962,1,1015950.95,0"
"The Woman In Black,United Kingdom,eOne - UK,GPB,Complete,40949,12,21334700,0"
"The Woman In Black,United States,CBS Films Inc.,USD,Complete,40942,13,54333290,0"
"The Woman In Black,Uruguay,Sun,UYU,Complete,41005,1,1947978.39,0"
"The Woman In Black,Venezuela,Sun,VEF,Complete,41061,10,1418452,45281"
"The Woman In Black: Angel Of Death,Argentina,Sun,ARS,Complete,42026,8,6174413,116423"
"The Woman In Black: Angel Of Death,Australia,eOne - Australia,AUS,N/A,STV,,0,0"
"The Woman In Black: Angel Of Death,Austria,TMG,EUD,Complete,42055,4,202631,23883"
"The Woman In Black: Angel Of Death,Bahrain,Front Row,BHD,Undated,To Be Det'd,,0,0"
"The Woman In Black: Angel Of Death,Belgium,eOne - Benelux,EUD,Complete,42018,11,287099,0"
"The Woman In Black: Angel Of Death,Bolivia,Sun,BOB,Complete,42257,6,462899,13462"
"The Woman In Black: Angel Of Death,Brazil,Sun,BRL,Complete,42026,16,4374849,356527"
"The Woman In Black: Angel Of Death,Bulgaria,Vertical,BGN,Complete,42041,7,77631,0"
"The Woman In Black: Angel Of Death,Canada,eOne - Canada,CAD,Undated,To Be Det'd,,0,0"
"The Woman In Black: Angel Of Death,Chile,Sun,CLP,Complete,42026,4,135840688,51700"
"The Woman In Black: Angel Of Death,Colombia,Sun,COP,Complete,42026,6,950920600,138430"
"The Woman In Black: Angel Of Death,Costa Rica,Sun,CRC,,,,0,0"
"The Woman In Black: Angel Of Death,Croatia,Blitz,HRK,Complete,42055,3,85076,2937"
"The Woman In Black: Angel Of Death,Czech Republic,Vertical,CZK,Complete,42047,3,1410164.48,0"
"The Woman In Black: Angel Of Death,Denmark,Scanbox,DKK,Complete,42061,1,52172,620"
"The Woman In Black: Angel Of Death,Dominican Republic,Sun,DOP,,,,0,0"
"The Woman In Black: Angel Of Death,Ecuador,Sun,USD,Complete,42090,1,115059,0"
"The Woman In Black: Angel Of Death,Egypt,Front Row,EGP,Undated,To Be Det'd,,0,0"
"The Woman In Black: Angel Of Death,El Salvador,Sun,USD,Complete,42061,6,37251,11389"
"The Woman In Black: Angel Of Death,Estonia,Nashe Kino,EUD,Complete,42020,4,16236,3016"
"The Woman In Black: Angel Of Death,Finland,Scanbox,EUD,Undated,To Be Det'd,,0,0"
"The Woman In Black: Angel Of Death,France,Metropolitan,EUD,Complete,42018,7,1568197,244592"
"The Woman In Black: Angel Of Death,Germany,TMG,EUD,Complete,42054,5,494262,65390"
"The Woman In Black: Angel Of Death,Greece,Odeon,EUD,Complete,42033,2,208515,34544"
"The Woman In Black: Angel Of Death,Guatemala,Sun,GTQ,Complete,42061,4,225223,7052"
"The Woman In Black: Angel Of Death,Honduras,Sun,HNL,Complete,42061,3,277100,3889"
"The Woman In Black: Angel Of Death,Hong Kong,Intercontinental,HKD,Complete,42138,2,822882,12847"
"The Woman In Black: Angel Of Death,Hungary,Vertical,HUF,Complete,42054,1,0,0"
"The Woman In Black: Angel Of Death,India,PVR,INR,Complete,42006,,0,0"
"The Woman In Black: Angel Of Death,Indonesia,PT Amero,IDR,Complete,42017,,0,0"
"The Woman In Black: Angel Of Death,Iraq,Front Row,IQD,Undated,To Be Det'd,,0,0"
"The Woman In Black: Angel Of Death,Israel,United King,ILS,Complete,42061,,0,0"
"The Woman In Black: Angel Of Death,Italy,Videa,EUD,Undated,To Be Det'd,,0,0"
"The Woman In Black: Angel Of Death,Japan,Presidio Corporation,YEN,Complete,42329,,0,0"
"The Woman In Black: Angel Of Death,Jordan,Front Row,JOD,Undated,To Be Det'd,,0,0"
"The Woman In Black: Angel Of Death,Kuwait,Front Row,KWD,Undated,To Be Det'd,,0,0"
"The Woman In Black: Angel Of Death,Latvia,Nashe Kino,EUD,Complete,42019,,0,0"
"The Woman In Black: Angel Of Death,Lebanon,Front Row,LBP,Complete,42068,1,43355135.25,0"
"The Woman In Black: Angel Of Death,Lithuania,Nashe Kino,EUD,Complete,42019,,0,0"
"The Woman In Black: Angel Of Death,Malaysia,Suraya,MYR,Complete,42005,5,2534789,211659"
"The Woman In Black: Angel Of Death,Mexico,Sun,MXN,Complete,42026,7,75526891,1662296"
"The Woman In Black: Angel Of Death,Netherlands,eOne - Benelux,EUD,Complete,42054,1,161829.97,0"
"The Woman In Black: Angel Of Death,New Zealand,eOne - Australia,NZD,N/A,STV,,0,0"
"The Woman In Black: Angel Of Death,Nicaragua,Sun,NIH,Complete,42061,3,589753,6035"
"The Woman In Black: Angel Of Death,Norway,Scanbox,NOK,Complete,42055,2,253765,2348"
"The Woman In Black: Angel Of Death,Oman,Front Row,OMR,Complete,42005,,0,0"
"The Woman In Black: Angel Of Death,Pakistan,PVR,PKR,,,,0,0"
"The Woman In Black: Angel Of Death,Panama,Sun,USD,Complete,42068,3,58069,13451"
"The Woman In Black: Angel Of Death,Paraguay,Sun,PYG,Complete,42062,3,91690000,3867"
"The Woman In Black: Angel Of Death,Peru,Sun,PEN,Complete,42047,5,1594342,166112"
"The Woman In Black: Angel Of Death,Philippines,PT Parkit,PHP,Complete,42027,3,10853037,0"
"The Woman In Black: Angel Of Death,Poland,Best Film,PLN,Complete,42055,2,632098,0"
"The Woman In Black: Angel Of Death,Portugal,Lusomundo,EUD,N/A,STV,,0,0"
"The Woman In Black: Angel Of Death,Qatar,Front Row,QAR,Undated,To Be Det'd,,0,0"
"The Woman In Black: Angel Of Death,Romania,Vertical,RON,Complete,42054,1,452082.47,0"
"The Woman In Black: Angel Of Death,Russia,Nashe Kino,RUB,Complete,42019,3,117189855,515395"
"The Woman In Black: Angel Of Death,Serbia,Blitz,RSD,Complete,42054,,0,0"
"The Woman In Black: Angel Of Death,Singapore,Shaw,SGD,Complete,42019,5,297519,30826"
"The Woman In Black: Angel Of Death,Slovakia,Vertical,EUD,Complete,42033,5,38975,7648"
"The Woman In Black: Angel Of Death,Slovenia,Blitz,EUD,Undated,To Be Det'd,,0,0"
"The Woman In Black: Angel Of Death,South Africa,Times Media,ZAR,Complete,42069,2,270816,0"
"The Woman In Black: Angel Of Death,South Korea,Dreamwest,KRW,Complete,42257,1,71599300,9268"
"The Woman In Black: Angel Of Death,Spain,eOne - Spain,EUD,Complete,42062,12,1088650,176931"
"The Woman In Black: Angel Of Death,Sweden,Scanbox,SEK,Complete,42048,9,558851,5441"
"The Woman In Black: Angel Of Death,French-Speaking Switzerland,Ascot Elite,CHF,N/A,STV,,0,0"
"The Woman In Black: Angel Of Death,German-Speaking Switzerland,Ascot Elite,CHF,N/A,STV,,0,0"
"The Woman In Black: Angel Of Death,Italian-Speaking Switzerland,Ascot Elite,CHF,N/A,STV,,0,0"
"The Woman In Black: Angel Of Death,Taiwan,PT Parkit,TWD,Complete,42090,2,394837,0"
"The Woman In Black: Angel Of Death,Thailand,Noori,THB,Complete,42026,2,1086765,7673"
"The Woman In Black: Angel Of Death,Turkey,Pinema,TRY,Complete,42139,3,184019,16846"
"The Woman In Black: Angel Of Death,Ukraine,Nashe Kino,UAH,Complete,42019,,0,0"
"The Woman In Black: Angel Of Death,United Arab Emirates,Front Row,AED,Complete,42005,1,1725244.65,0"
"The Woman In Black: Angel Of Death,United Kingdom,eOne - UK,GPB,Complete,42006,11,5015471,0"
"The Woman In Black: Angel Of Death,United States,Relativity Media,USD,Complete,42006,11,26501323,0"
"The Woman In Black: Angel Of Death,Uruguay,Sun,UYU,Complete,42040,1,201030,1178"
"The Woman In Black: Angel Of Death,Venezuela,Sun,VEF,Complete,42111,8,5717588,41461"
"The Woman In Black: Angel Of Death,Vietnam,Noori,VND,Complete,42062,,0,0"
"The Woman In Black: Angel Of Death,West Indies,VAA,TTD,Undated,To Be Det'd,,0,0"
"Woodshock,Argentina,Disney,USD,Undated,TBD,,0,0"
"Woodshock,Australia,Transmission,AUS,N/A,STV,,0,0"
"Woodshock,Austria,AMC Networks,EUD,N/A,STV,,0,0"
"Woodshock,Bahrain,Italia,BHD,N/A,BAN,,0,0"
"Woodshock,Belgium,The Searchers,EUD,N/A,STV,,0,0"
